Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	Raw Counts POS Replicate 1	Raw Counts POS Replicate 2	Raw Counts POS Replicate 3	Normalized Counts POS Replicate 1	Normalized Counts POS Replicate 2	Normalized Counts POS Replicate 3	RPKM POS	Variance POS	Lowess POS	Expression POS	Raw Counts NEG Replicate 1	Raw Counts NEG Replicate 2	Normalized Counts NEG Replicate 1	Normalized Counts NEG Replicate 2	RPKM NEG	Variance NEG	Lowess NEG	Expression NEG	pValue POS vs NEG	qValue POS vs NEG
	2144305	2143739		-	-	CCNA_01997	ribosome recycling factor (RRF)	12672	0	38264	29006	0	222607	16	1580761049339	599752377666	147	6258	0	11719	0	2	2535720251	2776360619	10	2.2733564864838504E-10	5.399221655399145E-9
	2145072	2144332		-	-	CCNA_01998	uridylate kinase	10717	0	6506	24531	0	37849	4	19049633948	28800334849	28	0	2107	0	34535	0	33930222725	25220701470	23	0.5428641527978828	1.0
	2146188	2145250		-	-	CCNA_01999	translation elongation factor Ts (EF-Ts)	33897	5299	5450	77590	18407	31706	8	60390334085	132696132406	45	29130	50	54552	819	6	98026301698	51623224045	29	0.577838465109885	1.0
	2147134	2146328		-	-	CCNA_02000	SSU ribosomal protein S2P	61565	7300	4745	140922	25358	27604	16	369999356846	350013471029	80	53868	0	100880	0	13	444524990919	158219666114	62	0.5396021656611785	1.0
	2147447	2148097		+	-	CCNA_02001	phosphoserine phosphatase	8142	7600	4483	18637	26400	26080	5	552726681	37180571001	36	12830	0	24027	0	3	14205055086	13854227555	18	0.6380738087990391	1.0
	2148739	2148110		-	-	CCNA_02002	methyltransferase	2099	0	3450	4804	0	20070	1	4454806609	6195065306	13	0	1140	0	18685	0	7768683920	8318640887	14	0.5237329714254365	1.0
	2152338	2148907		-	dnaE	CCNA_02003	DNA polymerase III alpha subunit	47224	93208	28852	108096	323785	167851	8	1294675042554	5289448203138	58	245534	63895	459818	1047287	18	30501970429270	68132751635191	219	0.7362206104489231	1.0
	2152463	2152374		-	sidA	CCNA_02004	SOS-induced inhibitor of cell division SidA	9804	876	496	22441	3043	2885	22	5276344798	7810197435	105	7918	0	14828	0	17	4460280697	5603243205	82	0.5531954491490707	1.0
	2152629	2153588		+	-	CCNA_02005	inosine-uridine nucleoside N-ribohydrolase	2150	0	2450	4921	0	14253	0	1833501209	4124555323	6	0	2299	0	37682	0	41829769723	28509620880	19	0.6955765640076806	1.0
	2154271	2153585		-	-	CCNA_02006	lipoprotein releasing system ATP-binding protein lolD	6875	7065	6850	15736	24542	39851	5	6419474903	46481155350	38	5520	50	10337	819	1	1539124269	2470177255	8	0.22966597378014278	1.0
	2155544	2154264		-	-	CCNA_02007	lipoprotein releasing system transmembrane protein lolE	29399	100	29400	67294	347	171039	8	696388029665	540110494349	62	31690	2500	59346	40976	5	7458061844	156647258549	39	0.577097336337183	1.0
	2156875	2155544		-	-	CCNA_02008	prolyl-tRNA synthetase	73362	40450	48246	167926	140514	280679	22	489985727740	5074481009301	147	96381	19096	180495	312997	17	855259379788	5207687151709	185	0.5565937230341049	1.0
	2157291	2156875		-	-	CCNA_02009	hypothetical protein	54347	2800	50	124400	9726	290	24	411747350840	153988684458	107	18549	1789	34737	29323	9	397381649	67586205486	76	0.5589906415991909	1.0
	2157570	2157310		-	-	CCNA_02010	conserved hypothetical protein	5550	0	0	12704	0	0	3	1891958757	1932586750	16	0	0	0	0	0	0	244	0	1.0	1.0
	2157989	2157570		-	-	CCNA_02011	methylmalonyl CoA epimerase	7528	0	0	17231	0	0	3	3931874575	3541417225	13	0	0	0	0	0	0	244	0	1.0	1.0
	2159777	2158098		-	-	CCNA_02012	metal-dependent hydrolase	8550	0	2400	19571	0	13962	1	4056211291	10543230035	6	19697	5450	36887	89329	3	92468581625	238143538313	37	0.05375440048925349	0.4672057999970224
	2160562	2159777		-	-	CCNA_02013	pantothenate kinase/Bvg accessory factor	4750	6600	7650	10872	22927	44505	4	14305720155	44628743568	33	27048	1950	50653	31961	7	7775670680	111639223808	52	0.5836205104647493	1.0
	2161311	2160559		-	-	CCNA_02014	Biotin-(acetyl-CoA carboxylase) ligase	6350	0	2850	14535	0	16580	2	3124785662	9219248931	13	0	0	0	0	0	0	244	0	1.0	1.0
	2162773	2161313		-	nuoN	CCNA_02015	NADH-quinone oxidoreductase chain N	10599	12548	7800	24261	43589	45377	3	5814055117	96246043274	25	0	3651	0	59842	0	126934198393	59516683327	20	0.5437123188782649	1.0
	2164268	2162766		-	nuoM	CCNA_02016	NADH-quinone oxidoreductase chain M	1400	6399	50	3204	22228	290	0	6061081524	6570164152	5	6050	0	11330	0	0	2338383774	2562408873	3	0.5794447208187078	1.0
	2166325	2164265		-	nuoL	CCNA_02017	NADH-quinone oxidoreductase chain L	14047	0	349	32153	0	2030	1	16330926546	10899973287	5	5000	0	9363	0	0	1479653641	1685995272	2	0.6536839184567655	1.0
	2166639	2166334		-	nuoK	CCNA_02018	NADH-quinone oxidoreductase chain K	850	0	300	1945	0	1745	0	18638829	107996092	4	4366	0	8176	0	2	1068715538	1258116663	13	0.14330722864916734	1.0
	2167253	2166636		-	nuoJ	CCNA_02019	NADH-quinone oxidoreductase chain J	5850	0	7850	13390	0	45668	4	30867155169	26069257177	31	3100	2650	5805	43435	1	41691366416	41664258784	39	0.5418783483761611	1.0
	2167827	2167336		-	nuoI	CCNA_02020	NADH-quinone oxidoreductase chain I	10500	0	0	24034	0	0	3	8738502802	5829139648	16	15750	0	29495	0	6	23235935754	19763149548	29	0.6192856928102313	1.0
	2168062	2167838		-	-	CCNA_03961	hypothetical protein	0	0	0	0	0	0	0	0	356	0	0	0	0	0	0	0	244	0	1.0	1.0
	2168298	2168059		-	-	CCNA_02021	hypothetical protein	3699	0	0	8467	0	0	2	714505260	835534791	11	0	0	0	0	0	0	244	0	1.0	1.0
	2169368	2168298		-	nuoH	CCNA_02022	NADH-quinone oxidoreductase chain H	8051	9850	2050	18428	34216	11926	3	5524613610	30811863174	20	0	3050	0	49991	0	82433622238	42757626552	23	0.5274034651146168	1.0
	2171433	2169373		-	nuoG	CCNA_02023	NADH-quinone oxidoreductase chain G	24093	0	6100	55149	0	35487	2	46916924706	58273310340	14	12649	0	23688	0	1	13728786514	13495434937	5	0.6766077222985962	1.0
	2172758	2171439		-	nuoF	CCNA_02024	NADH-quinone oxidoreductase chain F	4922	11649	0	11266	40466	0	2	23312824673	20752181515	13	9750	2009	18259	32929	1	4347066444	44625166674	19	0.5747574609145402	1.0
	2173028	2172762		-	-	CCNA_02025	hypothetical protein	1350	0	0	3090	0	0	0	63585024	69273721	3	0	0	0	0	0	0	244	0	1.0	1.0
	2173249	2173025		-	-	CCNA_02026	hypothetical protein	3448	0	0	7892	0	0	2	603536437	708314236	11	6550	0	12266	0	5	2829118313	3067807712	27	0.6646105856768623	1.0
	2173937	2173251		-	nuoE	CCNA_02027	NADH-quinone oxidoreductase chain E	320	0	0	732	0	0	0	2005769	2756148	0	0	0	0	0	0	0	244	0	1.0	1.0
	2174266	2173934		-	-	CCNA_02028	NTF2 superfamily protein	3301	7898	0	7556	27435	0	6	9191365487	11343551405	35	0	0	0	0	0	0	244	0	1.0	1.0
	2175513	2174263		-	nuoD	CCNA_02029	NADH-quinone oxidoreductase chain D	14871	13550	5350	34039	47069	31124	4	2687987985	94184403450	29	8600	0	16105	0	1	5438382593	6402102637	6	0.8297088065644369	1.0
	2175911	2175516		-	-	CCNA_02030	hypothetical protein	14690	0	6610	33625	0	38454	9	23479789823	38207770710	60	0	0	0	0	0	0	244	0	1.0	1.0
	2176526	2175933		-	nuoC	CCNA_02031	NADH-quinone oxidoreductase chain C	4750	0	880	10872	0	5119	1	923126216	3040611921	8	7700	0	14420	0	2	4171388409	5167145148	12	0.5645574840405978	1.0
	2177125	2176523		-	nuoB	CCNA_02032	NADH-quinone oxidoreductase chain B	11249	6500	8097	25749	22579	47105	7	7949399320	64979428397	52	8501	1469	15920	24078	3	1063077404	30987739177	33	0.5921237001901198	1.0
	2177472	2177095		-	nuoA	CCNA_02033	NADH-quinone oxidoreductase chain A	8400	0	0	19227	0	0	4	5114959006	4140906536	16	0	950	0	15571	0	5015608372	6077928314	20	0.5408235046330188	1.0
2177672			2177748	+	-	CCNA_R0045	tRNA-Asp	76849	12529	1283	175908	43523	7464	213	749794936452	486999539880	982	13269	689	24849	11293	36	3596497391	26894216832	234	0.8578617208503732	1.0
2177813			2177889	+	-	CCNA_R0046	tRNA-Asp	43195	0	0	98873	0	0	101	260400013565	70274792636	428	7188	794	13461	13014	21	998860	16466773229	171	0.6727099430227776	1.0
	2177948	2178961		+	-	CCNA_02034	luciferase-like monooxygenase	214614	225630	201440	491253	783791	1171912	114	19053444398449	159436286523597	804	8799	3200	16478	52450	2	37417865415	77867454366	33	7.609330451187011E-38	3.047462244421465E-36
	2180166	2178958		-	-	CCNA_02035	glycosyltransferase	91803	11079	27845	210138	38486	161993	19	746687025049	1911353423870	113	39765	5749	74469	94230	7	8885981610	477472542596	69	0.582469723200993	1.0
2180543			2180469	-	-	CCNA_R0047	tRNA-Val	0	0	1281	0	0	7452	3	525907452	621980243	33	6448	0	12075	0	17	2724539718	2962738514	80	0.6698786677803605	1.0
	2180928	2180650		-	-	CCNA_02036	DNA-binding protein HU	48385	24753	18563	110753	85986	107993	59	8287219048	875652495732	364	118534	100	221982	1639	86	2898693019634	928156148393	400	0.5224702298341424	1.0
	2183471	2181072		-	lon	CCNA_02037	ATP-dependent endopeptidase Lon	610947	311143	213337	1398464	1080845	1241125	85	3034718710534	458759272183494	516	1256768	126352	2353586	2071004	116	5266363015653	948119696778445	921	0.6344660654401885	1.0
	2185128	2183866		-	clpX	CCNA_02039	ATP-dependent endopeptidase clp, ATP-binding subunit ClpX	143376	72498	67967	328189	251842	395409	40	452023200839	18473714433197	257	89393	20351	167408	333568	17	1472405956454	5419792587232	198	0.5434255124478286	1.0
	2185464	2186132		+	-	CCNA_02040	phosphoserine phosphatase	20407	28900	0	46711	100392	0	13	191620757371	195238503025	73	18249	8899	34175	145861	8	567493608046	565825909427	134	0.6173872215917192	1.0
	2186852	2186211		-	clpP	CCNA_02041	ATP-dependent endopeptidase clp, proteolytic subunit ClpP	23094	25150	26121	52862	87365	151963	21	192262472748	806161011962	151	6950	1449	13015	23750	2	2054418545	27543045813	28	0.07146351176161177	0.5921469483695417
	2188385	2187021		-	-	CCNA_02042	trigger factor chaperone	77234	0	2100	176789	0	12217	10	969827744620	332801908595	46	44691	50	83694	819	6	277319561405	116259809913	30	0.5685510592514366	1.0
2188648			2188564	-	-	CCNA_R0048	tRNA-Leu	0	0	0	0	0	0	0	0	356	0	0	0	0	0	0	0	244	0	1.0	1.0
	2190144	2188693		-	-	CCNA_02043	sugar kinase	8391	2598	23950	19207	9024	139333	4	461773600384	261361214669	38	3753	0	7028	0	0	743293289	912222440	2	4.076399676894666E-14	1.1726825831066698E-12
	2190723	2190154		-	-	CCNA_02044	phosphoglycerate mutase	2200	0	0	5035	0	0	0	205235844	245278042	2	0	0	0	0	0	0	244	0	1.0	1.0
	2192279	2190729		-	-	CCNA_02045	acetyl-coenzyme A synthetase	13055	37098	29872	29883	128870	173785	9	479574779887	1076424765883	71	7050	0	13202	0	0	3375198764	3883285788	4	2.5771190013747966E-13	7.113196703118949E-12
	2192516	2192854		+	glnB	CCNA_02046	nitrogen regulatory protein P-II	2962	0	0	6780	0	0	1	419185025	513373829	6	0	0	0	0	0	0	244	0	1.0	1.0
	2192898	2194307		+	glnA	CCNA_02047	glutamine synthetase	1269	3250	0	2904	11289	0	0	1104897087	2418886894	3	4649	0	8706	0	0	1242592694	1440384236	3	0.5094101419485257	1.0
	2194602	2196782		+	-	CCNA_02048	TonB-dependent receptor	5750	7349	2650	13161	25528	15416	1	1461328901	22393973466	8	5396	650	10105	10653	0	1628685	10440838020	4	0.6157742993903292	1.0
	2197255	2196860		-	-	CCNA_02049	ABM superfamily monooxygenase protein	4550	0	0	10414	0	0	2	1174185371	1320773925	8	0	0	0	0	0	0	244	0	1.0	1.0
	2197425	2198894		+	-	CCNA_02050	imidazolonepropionase related amidohydrolase	16350	0	320	37425	0	1861	2	23867982305	13560169163	8	6550	2200	12266	36059	1	13875290904	40386200694	16	0.617261092776995	1.0
	2198894	2200246		+	-	CCNA_02051	imidazolonepropionase related amidohydrolase	1150	0	0	2632	0	0	0	43265382	47903267	0	0	0	0	0	0	0	244	0	1.0	1.0
	2200445	2202532		+	-	CCNA_02052	topoisomerase IV subunit B	8908	1363	3915	20390	4734	22776	1	3793257336	18315480483	7	22100	2099	41387	34404	2	731922194	94460767936	18	0.6485782020729707	1.0
	2202810	2203127		+	-	CCNA_02053	hypothetical protein	15000	0	2900	34335	0	16871	10	14566283257	20408100123	53	58195	2450	108983	40157	38	177570197428	348521637007	234	0.32517000903187876	1.0
	2204932	2203400		-	-	CCNA_02054	methylmalonyl-CoA carboxylase, carboxyltransferase subunit	21350	37300	7050	48870	129572	41014	7	180663385981	454312292386	47	141648	77199	265268	1265349	28	109357463558345	70688370733162	499	2.3646228990350326E-5	4.0080848724307504E-4
	2205386	2205060		-	-	CCNA_02055	conserved hypothetical protein, YnfA/UPF0060 family	0	0	0	0	0	0	0	0	356	0	0	0	0	0	0	0	244	0	1.0	1.0
	2206108	2205383		-	-	CCNA_02056	ATP12 family chaperone protein	950	0	0	2174	0	0	0	27344980	30835290	0	9599	0	17976	0	2	7079903655	7663165276	12	3.360562472847909E-10	7.844512972333547E-9
	2206163	2207611		+	-	CCNA_02057	conserved hypothetical protein	188725	159841	69651	431993	555254	405206	52	585811822328	44433032422476	320	262275	14399	491170	236010	38	4122059245871	13180063827405	250	0.5429044983290865	1.0
	2207608	2208831		+	-	CCNA_02058	conserved hypothetical protein	108012	351824	171756	247240	1222162	999220	93	50101658871148	162608618343061	672	175291	16006	328272	262350	31	160116801104	8133030929246	241	0.6770510485209825	1.0
2208834			2208917	+	-	CCNA_R0153	small non-coding RNA	2349	0	2050	5376	0	11926	9	1155569946	3563931873	68	0	0	0	0	0	0	244	0	1.0	1.0
	2209894	2208899		-	-	CCNA_02059	ribosomal large subunit pseudouridine synthase C	2532	0	4476	5795	0	26039	1	8432291382	9599595320	10	15303	0	28658	0	3	21684734702	18840313526	14	0.5590589303617636	1.0
	2210274	2209891		-	-	CCNA_02060	CrcB family protein	10562	0	4024	24176	0	23410	6	8537634334	18125721272	41	0	0	0	0	0	0	244	0	1.0	1.0
	2210438	2211667		+	-	CCNA_02061	hypothetical protein	6908	0	50	15812	0	290	1	3130072673	3082146291	4	7450	0	13951	0	1	3853158026	4679513178	5	0.5569177255825626	1.0
	2213484	2211778		-	-	CCNA_02062	DNA repair protein recN	53940	91754	139541	123469	318734	811804	30	20882880396339	34912955869011	244	22850	0	42791	0	2	56755747958	33940202809	12	4.701224531316941E-22	1.5741395254450575E-20
	2214496	2213567		-	bamD	CCNA_02063	beta-barrel assembly machine (BAM) protein BamD	133559	59	21404	305717	204	124521	30	2802760829432	2179616593646	154	113435	1609	212433	26372	25	1931687400350	1053368780013	128	0.528989158575581	1.0
	2215493	2214597		-	lpxC	CCNA_02064	UDP-3-O-(3-hydroxymyristoyl) N-acetylglucosamine deacetylase	983127	2210613	2338820	2250387	7679205	13606492	1119	16233537413505652	49768665259408720	8746	933560	162139	1748305	2657580	247	87022710583941	937247038538162	2455	0.7438940119895217	1.0
	2215780	2217882		+	-	CCNA_02065	acylamino-acid-releasing enzyme	20949	39507	23224	47952	137239	135109	7	198183203208	977622110293	50	6002	2900	11240	47533	0	38224242752	57577123136	13	0.9461087110195678	1.0
	2218730	2218017		-	-	CCNA_02066	phytoene/squalene synthase family protein	0	5372	0	0	18661	0	1	4761001121	3969774722	8	0	34	0	557	0	1693628	2480004	0	1.7294516272160202E-65	1.0
	2219416	2218802		-	-	CCNA_02067	conserved membrane spanning protein	33175	6950	0	75937	24142	0	11	103076203862	72231617889	54	27496	0	51492	0	9	88499217472	45139617877	41	0.5501663830414455	1.0
	2219865	2219512		-	-	CCNA_02068	Mth938-like membrane protein	3183	0	950	7285	0	5526	2	390708912	1972557107	12	0	0	0	0	0	0	244	0	1.0	1.0
	2220830	2219865		-	-	CCNA_02069	protein translocase subunit secF	29633	6949	5600	67830	24139	32578	7	29929699715	123641077745	42	100	1300	187	21307	0	10423879888	11198501878	11	0.7177017601531612	1.0
	2222429	2220831		-	-	CCNA_02070	protein translocase subunit secD	104014	10824	32148	238089	37600	187026	16	1103486397812	2713844130101	96	56273	2850	105384	46713	7	121054345091	366389428435	47	0.6135687228436998	1.0
	2222898	2222587		-	-	CCNA_02071	protein translocase subunit YajC	90948	6096	18224	208180	21176	106021	67	853998649418	1101891592337	358	239791	13000	449063	213079	164	3417292434263	10713058562495	1061	0.685478415037708	1.0
	2223019	2223858		+	-	CCNA_02072	ATP-dependent protease subunit	5849	0	5550	13388	0	32288	2	12713496384	16968939595	18	0	0	0	0	0	0	244	0	1.0	1.0
	2223933	2224532		+	-	CCNA_02073	cupin domain transcriptional regulator	3200	0	2099	7324	0	12211	1	1237669241	4233792413	10	0	0	0	0	0	0	244	0	1.0	1.0
	2224538	2225008		+	-	CCNA_02074	IAA acetyltransferase	0	0	0	0	0	0	0	0	356	0	0	0	0	0	0	0	244	0	1.0	1.0
	2226881	2225052		-	dipM	CCNA_02075	peptidoglycan binding endopeptidase DipM	771539	195389	71950	1766060	678740	418581	103	112213497480101	224955126857799	521	827091	45701	1548917	749073	96	63970052088341	196391498427792	627	0.4523310908273702	1.0
	2227642	2226974		-	-	CCNA_02076	protein-L-isoaspartate O-methyltransferase	58502	8550	3137	133911	29700	18250	19	339166615380	308575796596	90	27848	1750	52151	28683	8	13424762031	107249823033	60	0.569804481400922	1.0
	2228430	2227639		-	-	CCNA_02077	5'(3')-nucleotidase/polyphosphatase SurE	31446	82221	38003	71980	285618	221089	34	1245367135681	4864820660031	243	211319	77095	395743	1263645	73	77820435913485	83930847188076	1047	0.7451729124157009	1.0
	2229875	2228427		-	serS	CCNA_02078	seryl-tRNA synthetase	55945	65477	161657	128058	227453	940467	35	35621750151701	37678806750080	298	18300	4850	34270	79495	3	64814561433	195774309767	39	6.976462519916152E-4	0.009405560856058575
	2230242	2230709		+	-	CCNA_03896	conserved hypothetical protein	5420	0	0	12406	0	0	2	1787190121	1839868618	8	7100	1850	13296	30322	3	6214902430	34839816211	46	0.4915905067405636	1.0
	2231828	2230926		-	-	CCNA_02080	Sec-independent protein translocase protein tatC	56384	112555	73544	129063	390992	427855	48	3226181258266	17015028411649	349	11999	800	22470	13112	2	1477757946	26310955037	19	5.706263008843001E-16	1.701466013950632E-14
	2232427	2231825		-	-	CCNA_02081	Sec-independent protein translocase protein tatB	116806	32712	15350	267370	113634	89301	49	919269383648	2848562812251	259	78020	2073	146110	33978	26	572947685329	566253482611	149	0.5947383428341553	1.0
	2232736	2232512		-	-	CCNA_02082	Sec-independent protein translocase protein tatA	192083	24546	58457	439679	85267	340083	221	4252532784076	13036904959141	1281	120206	4541	225113	74430	112	1164442973910	1635963279284	665	0.6110839962666064	1.0
	2233535	2232870		-	scpB	CCNA_02083	chromosome segregation and condensation protein B scpB	3350	0	3500	7668	0	20361	1	4257166891	7646228181	14	20150	700	37735	11473	6	17585337914	41616679346	36	0.6747772444940641	1.0
	2234356	2233532		-	scpA	CCNA_02084	chromosome segregation and condensation protein fusion scpA	5967	6550	0	13658	22753	0	2	5512657694	12110170176	14	14700	0	27529	0	3	19690695298	17602542633	16	0.5227549402266429	1.0
	2235390	2234353		-	-	CCNA_02085	anhydromuramoyl-peptide exo-beta-N-acetylglucosaminidase	24378	17998	11598	55801	62521	67473	9	1103182465	321770950678	59	55845	50	104582	819	10	475626509328	170775546961	50	0.5224105805794037	1.0
	2236187	2235387		-	ftsN	CCNA_02086	cell division protein FtsN	86158	12250	9200	197216	42553	53522	24	702196120617	812142208612	122	94741	3549	177424	58170	24	664200345540	1025961404672	147	0.5404368040288463	1.0
	2237541	2236357		-	-	CCNA_02087	deoxyguanosinetriphosphate triphosphohydrolase	153537	40454	94069	351447	140528	547262	44	5496834460046	22070594395155	292	138953	9518	260221	156007	25	480603094187	3453826921262	175	0.589216563945724	1.0
	2237630	2237962		+	-	CCNA_02088	HesB protein family	87184	25121	27892	199565	87265	162266	76	261613775937	2476291997746	449	51154	4172	95797	68382	33	19495564122	445552370179	246	0.6003136057457307	1.0
	2238341	2237967		-	-	CCNA_02089	hypothetical protein	42873	104210	135059	98136	362003	785729	136	19789265697585	34392493158155	1107	100	150	187	2458	0	49395254	153813194	3	0.0	0.0
	2238341	2239129		+	-	CCNA_02090	exodeoxyribonuclease III	92626	98443	23173	212021	341970	134812	49	1116327846149	7192645452585	291	173207	18444	324369	302311	49	11569716650	9387167128301	397	0.5727584258418877	1.0
	2239178	2240098		+	-	CCNA_02091	conserved hypothetical protein	52851	57895	21051	120976	201115	122467	25	153842455383	2400710343818	160	42815	3600	80180	59006	10	10487959127	294646725645	75	0.6180068854441162	1.0
	2240744	2240106		-	-	CCNA_02092	amino acid efflux permease	1300	0	0	2975	0	0	0	58052822	63258912	1	8300	2049	15543	33584	3	7141500360	41495482583	38	1.0480481693148537E-42	4.3686497669909973E-41
	2240848	2242695		+	-	CCNA_02093	conserved hypothetical protein	4279	0	3487	9794	0	20286	0	4121023109	8672886881	5	16651	0	31182	0	1	26554218621	21630341553	8	0.5870405105750436	1.0
	2243642	2242725		-	-	CCNA_02094	MviM-like NAD-dependent oxidoreductase	37145	6849	3000	85025	23791	17453	9	93886016272	128518458711	45	9050	2100	16948	34420	2	6612813821	44925263720	27	0.5899003320728815	1.0
	2243761	2244786		+	-	CCNA_02095	NAD/NADH-dependent eicosanoid dehydrogenase	9569	0	0	21903	0	0	1	6992993779	4973262550	7	0	2450	0	40157	0	48729396296	31153878222	19	0.6827353803123719	1.0
	2245224	2244856		-	-	CCNA_02096	CusF-family protein	3990	0	0	9133	0	0	1	856893377	991203126	8	6650	0	12453	0	3	2933739714	3203143712	16	0.6452457943961866	1.0
	2245508	2247499		+	-	CCNA_02097	periplasmic glucan glucosyltransferase	36083	9150	6400	82594	31785	37233	4	46695068773	209645838809	25	80898	6508	151500	106671	8	63460827130	1233738561022	64	0.6658039474799746	1.0
	2247588	2248484		+	-	CCNA_02098	molybdopterin-guanine dinucleotide biosynthesis protein A	9955	4801	50	22787	16677	290	2	5723655160	13791216544	14	23252	0	43544	0	5	59182318699	34759049092	24	0.596610464885788	1.0
	2249896	2248481		-	-	CCNA_02099	Na+ driven multidrug efflux pump	10699	0	2800	24490	0	16289	1	6756350385	14302564195	9	7453	1950	13957	31961	1	7106399449	37412338608	16	0.6009549949994234	1.0
	2250494	2250015		-	-	CCNA_02100	conserved hypothetical protein	7341	0	7167	16803	0	41695	5	23562816479	25650647123	40	8501	0	15920	0	3	5289655119	6289452045	16	0.6722148023305152	1.0
	2250611	2250997		+	-	CCNA_02101	glyoxalase family protein	10705	0	0	24503	0	0	5	9153363724	6034235140	21	3174	0	5944	0	1	497225195	675914480	7	0.6669354134840387	1.0
	2251005	2252048		+	-	CCNA_02102	glycosyl hydrolase	24626	0	150	56369	0	872	4	66367117904	24697621898	18	10409	1100	19493	18029	2	17221167	28340465830	17	0.49199298346616216	1.0
	2252605	2252045		-	-	CCNA_02103	conserved hypothetical protein	129028	0	0	295346	0	0	41	3599557525169	823282860077	175	42499	2350	79589	38518	16	51433806994	210292519652	105	0.583553938996553	1.0
	2252940	2252605		-	-	CCNA_02104	GIY-YIG domain protein	137325	0	0	314338	0	0	74	4180295857892	935985885008	311	173207	50	324369	819	104	7288251911208	1938091844103	483	0.5890850292171678	1.0
	2253388	2253002		-	-	CCNA_02105	conserved hypothetical protein	950	0	0	2174	0	0	0	27344980	30835290	1	8500	400	15918	6556	4	1479274372	12237122500	29	1.8247472647024587E-16	5.5215500565255875E-15
	2256422	2253663		-	-	CCNA_02106	TonB-dependent outer membrane receptor	28240	4100	9599	64641	14242	55843	2	42872498331	154962941700	16	24200	2100	45320	34420	1	2131020366	104540158176	14	0.518526862264053	1.0
	2258201	2256813		-	-	CCNA_02108	TolB protein precursor/tail-specific protease	42144	0	2900	96468	0	16871	5	203591317250	96477742956	27	20500	6399	38390	104884	3	163471447033	315281404656	51	0.6156762321899851	1.0
	2260088	2258250		-	thiC	CCNA_02109	thiamine biosynthesis protein thiC	133907	200	2500	306514	694	14544	13	3711400527652	988547055954	58	96123	4760	180012	78019	11	456386599568	1232389317989	70	0.5408602057354013	1.0
	2260748	2260320		-	-	CCNA_02110	hypothetical protein	11747	8842	4900	26889	30715	28506	10	75902915	52784240908	66	0	2544	0	41698	1	53338468931	32777998883	48	0.5656451671133826	1.0
	2261314	2260760		-	-	CCNA_02111	pilF-related tetratricopeptide repeat protein	62153	0	5000	142268	0	29088	21	503960807692	273882793294	102	19207	0	35969	0	7	37410376488	26714481612	32	0.6871334013460874	1.0
	2261538	2262539		+	-	CCNA_02112	D-cysteine desulfhydrase	8307	11644	2751	19014	40448	16004	4	7934509788	41704046443	25	14350	4150	26873	68021	3	51665538461	141909260069	47	0.6128544799969827	1.0
	2262551	2263219		+	-	CCNA_02113	aspartate racemase	3349	0	100	7665	0	581	0	515742836	787007522	4	0	1849	0	30306	0	24798915601	20658878203	22	0.2495813548725707	1.0
	2263515	2263333		-	-	CCNA_02114	hypothetical protein	13297	5450	3164	30436	18932	18407	21	1576832516	33834807790	123	35431	18023	66352	295410	59	3181508733525	2487141266372	988	5.614451726364407E-4	0.007868524464743731
	2263969	2265600		+	-	CCNA_02115	secreted pectate lyase-family protein	526795	757335	126950	1205839	2630822	738553	156	242653368023333	798087464085713	934	3546463	634754	6641565	10404097	519	2629762272934374	23900948283729368	5222	0.8151321085213358	1.0
	2266525	2265728		-	-	CCNA_02116	conserved hypothetical protein	50423	61046	29866	115418	212060	173750	32	177553698773	3393123953230	209	62699	1900	117418	31142	16	305421783913	345141488854	93	0.6261111765289751	1.0
	2267236	2266640		-	-	CCNA_02117	polyketide cyclase/lipid transport protein	31885	2448	2500	72985	8503	14544	11	83919812901	65884332315	53	0	0	0	0	0	0	244	0	1.0	1.0
	2269502	2267319		-	-	CCNA_02118	ATP-dependent helicase, dinG family	7550	0	2500	17282	0	14544	0	3335065384	9594445923	4	0	0	0	0	0	0	244	0	1.0	1.0
	2270220	2269507		-	-	CCNA_02119	conserved hypothetical protein	3700	0	2750	8469	0	15998	1	2332840683	6018736998	11	0	0	0	0	0	0	244	0	1.0	1.0
	2271166	2270198		-	-	CCNA_02120	tetratricopeptide repeat family protein	7098	0	3300	16247	0	19198	1	4311619964	11589948447	12	0	0	0	0	0	0	244	0	1.0	1.0
	2271309	2273888		+	-	CCNA_02121	ATP-dependent helicase	47598	12398	1906	108952	43068	11088	4	188567384093	246737926291	21	24697	1512	46250	24782	2	10840861925	82740874804	13	0.5735473066157023	1.0
	2273885	2274592		+	-	CCNA_02122	DNA ligase-associated metallophosphoesterase	3050	13048	0	6981	45326	0	4	33879259651	21132572836	24	0	0	0	0	0	0	244	0	1.0	1.0
	2274928	2275422		+	-	CCNA_02123	transposase	11555	7405	18540	26449	25723	107859	13	165100784584	236607430024	107	850	50	1591	819	0	3707195	120304342	2	3.038298193171064E-123	1.7480912843808162E-121
	2276028	2275567		-	-	CCNA_02124	conserved hypothetical protein	9762	96	0	22345	333	0	3	7207419648	5252995753	16	2049	0	3837	0	0	173917930	306714648	4	0.893539295095433	1.0
	2279196	2276272		-	podJ	CCNA_02125	polar development protein podJ	33866	50	10200	77519	173	59340	2	113871029429	162411336985	15	203058	3150	380272	51630	14	7566575344489	3770194521167	73	0.2528753684209704	1.0
